V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1B8ATXeKew2lpAJ,Default Response Set,Anonymous,,,193.57.249.3,0,2015-03-05 05:21:29,2015-03-05 05:25:40,1,1,SebM,Firefox,31.0,Windows NT 6.1,1600x900,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,Male,41-50 years,High School,Java,Employee of Capgemini,GF - French Guiana,"1,(GMT+01:00) Paris",8,2,2,3,6,48.860000610352,2.3500061035156,-1,
R_9BJ0WipxGQrcw3X,Default Response Set,Anonymous,,,91.219.12.13,0,2015-03-05 05:15:48,2015-03-05 05:27:30,1,1,Bankevich,Chrome,40.0.2214.111,Windows NT 6.3,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,unemployed,RU - Russia,"3,(GMT+03:00) St. Petersburg",4,0,10,10,4,59.894393920898,30.264205932617,-1,
R_12JcLr10endWfhz,Default Response Set,Anonymous,,,134.225.60.78,0,2015-03-05 05:31:45,2015-03-05 05:33:56,1,1,madbn,Firefox,36.0,Ubuntu,1440x900,11.2.202,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0,Female,26-30 years,Doctorate/PhD,C++,research fellow,RO - Romania,"0,(GMT) London",6,1,1,0,1,51.433303833008,-1,-1,
R_6R21AAxuLb2yuKR,Default Response Set,Anonymous,,,86.57.155.45,0,2015-03-05 05:36:02,2015-03-05 05:37:13,1,1,megaterik,Firefox,34.0,Ubuntu,1920x1080,11.2.202,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0,Male,20-25 years old,High School,Python,Student,BY - Belarus,"2,(GMT+02:00) Minsk",10-completely willing,8,8,8,0,53.899993896484,27.566696166992,-1,
R_1kFf4PG1eSo8mR4,Default Response Set,Anonymous,,,80.99.58.46,0,2015-03-05 05:39:28,2015-03-05 05:42:40,1,1,szd714,Firefox,37.0,Windows NT 5.1,1920x1200,15.0.0,1,Mozilla/5.0 (Windows NT 5.1; rv:37.0) Gecko/20100101 Firefox/37.0,Male,41-50 years,Postgraduate/Master of arts,Java,software engineer,HU - Hungary,"1,(GMT+01:00) Budapest",6,4,4,4,2,47.5,19.083297729492,-1,
R_1dDZFwioTVLnk1a,Default Response Set,Anonymous,,,31.146.151.190,0,2015-03-05 06:16:58,2015-03-05 06:18:55,1,1,spiderbatman,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Bachelor,GE - Georgia,"3,(GMT+03:00) Moscow",8,1,1,1,1,41.725006103516,44.790802001953,-1,
R_2vkP55nZNh2bT4j,Default Response Set,Anonymous,,,91.199.242.236,0,2015-03-05 06:20:01,2015-03-05 06:21:42,1,1,doudouille,Chrome,41.0.2272.76,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,31-40 years,Doctorate/PhD,C++,employed,FR - France,"1,(GMT+01:00) Paris",5,2,2,2,6,48.86669921875,2.3332977294922,-1,
R_21bTAuqKJgd8FUp,Default Response Set,Anonymous,,,193.219.170.65,0,2015-03-05 06:19:02,2015-03-05 06:23:00,1,1,Seip_meginu,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,student,LT - Lithuania,"2,(GMT+02:00) Vilnius",6,1,2,3,4,54.899993896484,23.899993896484,-1,
R_2v0KIdqIjNKGERk,Default Response Set,Anonymous,,,137.132.228.5,0,2015-03-05 06:29:08,2015-03-05 06:30:32,1,1,ironhawks,Chrome,40.0.2214.94,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,Python,master,CN - China,"8,(GMT+08:00) Singapore",8,12,12,24,24,1.2931060791016,103.85580444336,-1,
R_9HmAKiTLxpHfjWl,Default Response Set,Anonymous,,,106.220.169.91,0,2015-03-05 06:56:25,2015-03-05 06:58:34,1,1,vss109,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,20-25 years old,Undergraduate/Bachelor's degree,Java,Student,IN - India,"5.5,(GMT+05:30) Chennai",10-completely willing,8,8,8,8,17.375305175781,78.474395751953,-1,
R_tLCyVknGH6QVy13,Default Response Set,Anonymous,,,91.142.164.178,0,2015-03-05 06:55:42,2015-03-05 06:59:23,1,1,yaric_om,Chrome,41.0.2272.76,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,41-50 years,Postgraduate/Master of arts,C++,,UA - Ukraine,"2,(GMT+02:00) Kyev",9,16,10,10,16,50.433303833008,30.516693115234,-1,
R_2PqkMTzpon1khdv,Default Response Set,Anonymous,,,195.19.164.196,0,2015-03-05 07:10:06,2015-03-05 07:13:08,1,1,shilov,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,Teacher assistent / postgraduate student,RU - Russia,"5,(GMT+05:00) Ekaterinburg",4,6,5,5,12,58,56.25,-1,
R_2Pv3K5oiICabgRs,Default Response Set,Anonymous,,,212.33.80.179,0,2015-03-05 07:10:40,2015-03-05 07:19:51,1,1,znirzejskwarka,Chrome,40.0.2214.115,Windows NT 6.3,1440x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,C++,student,PL - Poland,"1,(GMT+01:00) Warsaw",3,5,5,5,8,53.13330078125,23.149993896484,-1,
R_3y10839N3ifYK21,Default Response Set,Anonymous,,,106.220.169.91,8,2015-03-05 06:59:58,2015-03-05 07:20:53,1,1,vss109,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,20-25 years old,Undergraduate/Bachelor's degree,Java,Student,IN - India,"5.5,(GMT+05:30) Chennai",10-completely willing,8,8,8,8,17.375305175781,78.474395751953,-1,
R_2UbBa5sD81I1de2,Default Response Set,Anonymous,,,95.90.199.252,0,2015-03-05 07:39:27,2015-03-05 07:40:24,1,1,rolandino,Firefox,35.0,Windows NT 6.1,1920x1080,16.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,31-40 years,Postgraduate/Master of arts,Python,self employed,DE - Germany,"1,(GMT+01:00) Berlin",10-completely willing,4,4,4,4,48.149993896484,11.583297729492,-1,
R_1pWNHirVzDotUYV,Default Response Set,Anonymous,,,161.3.1.42,0,2015-03-05 07:42:14,2015-03-05 07:43:57,1,1,martinezgjuan,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,PhD student,VE - Venezuela,"1,(GMT+01:00) Paris",5,2,2,4,6,45.471206665039,4.3545074462891,-1,
R_5zm7ZVghSI0GkQJ,Default Response Set,Anonymous,,,161.3.1.42,0,2015-03-05 07:50:34,2015-03-05 07:52:16,1,1,martinezgjuan,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,PhD student,VE - Venezuela,"1,(GMT+01:00) Paris",5,2,2,4,6,45.471206665039,4.3545074462891,-1,
R_cYAAitHKVIv39qV,Default Response Set,Anonymous,,,91.221.166.69,0,2015-03-05 07:51:03,2015-03-05 07:55:07,1,1,OlexandrT,Firefox,36.0,Windows NT 6.1,1920x1080,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,41-50 years,Doctorate/PhD,C++,data analyst,UA - Ukraine,"2,(GMT+02:00) Kyev",5,0,3,3,3,48.462997436523,35.039001464844,-1,
R_6JaHKPFvfX7qo5H,Default Response Set,Anonymous,,,121.6.248.42,0,2015-03-05 07:52:54,2015-03-05 07:55:12,1,1,knighthunter,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.3; HTC One Build/KTU84L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,Java,employed,IN - India,"8,(GMT+08:00) Singapore",10-completely willing,12,15,15,15,1.2931060791016,103.85580444336,-1,
R_0AJySTRxkZI8Mh7,Default Response Set,Anonymous,,,94.54.195.33,0,2015-03-05 07:50:21,2015-03-05 07:55:58,1,1,ComputerGenie,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Python,Master Student,TR - Turkey,"2,(GMT+02:00) Istanbul",8,8,8,16,16,41.018600463867,28.964706420898,-1,
R_2xzpdIXL27SDF9R,Default Response Set,Anonymous,,,183.195.251.213,0,2015-03-05 07:57:22,2015-03-05 07:58:23,1,1,air13,Chrome,32.0.1653.0,Windows NT 6.3,1920x1080,11.2.999,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1653.0 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,,CN - China,"8,(GMT+08:00) Beijing",7,5,5,5,5,31.045593261719,121.3996887207,-1,
R_z8TEunc8wBM4FKV,Default Response Set,Anonymous,,,121.6.248.42,0,2015-03-05 07:55:43,2015-03-05 08:01:01,1,1,knighthunter,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.3; HTC One Build/KTU84L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,Java,employed,IN - India,"8,(GMT+08:00) Singapore",10-completely willing,20,20,20,20,1.2931060791016,103.85580444336,-1,
R_abDeA5qvFGAKCP3,Default Response Set,Anonymous,,,192.35.35.36,0,2015-03-05 08:00:24,2015-03-05 08:03:52,1,1,tbell,MSIE,10.0,Windows NT 6.1,1344x840,16.0.0.305,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Win64; x64; Trident/6.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3),Male,41-50 years,Doctorate/PhD,C++,Employed,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",6,6,2,2,8,41.141204833984,-73.263702392578,-1,
R_u3yAOzfaLAhNwRz,Default Response Set,Anonymous,,,62.80.186.74,0,2015-03-05 08:03:24,2015-03-05 08:05:06,1,1,Fdg,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Working/Student,UA - Ukraine,"2,(GMT+02:00) Kyev",7,14,8,6,6,50.433303833008,30.516693115234,-1,
R_3rTXO1asZddLpu2,Default Response Set,Anonymous,,,62.80.186.74,0,2015-03-05 08:05:21,2015-03-05 08:06:01,1,1,Fdg,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Working/Student,UA - Ukraine,"2,(GMT+02:00) Kyev",7,14,6,6,6,50.433303833008,30.516693115234,-1,
R_2TtmyIt1SQK9oN1,Default Response Set,Anonymous,,,183.21.194.94,0,2015-03-05 08:48:51,2015-03-05 08:51:27,1,1,robinbg,Chrome,38.0.2125.78,Windows NT 5.1,1920x1080,15.0.0,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.78 BIDUBrowser/7.0 Safari/537.36",Male,<20 years old,High School,C++,Guangdong Beijiang High School,CN - China,"8,(GMT+08:00) Beijing",5,0,1,1,1,23.11669921875,113.25,-1,
R_1IZz3tbDtLVctDf,Default Response Set,Anonymous,,,183.21.194.94,0,2015-03-05 08:57:42,2015-03-05 09:00:27,1,1,robinbg,Chrome,38.0.2125.78,Windows NT 5.1,1920x1080,15.0.0,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.78 BIDUBrowser/7.0 Safari/537.36",Male,<20 years old,High School,C++,Guangdong Beijiang Middle School,CN - China,"8,(GMT+08:00) Beijing",7,0,1,1,1,23.11669921875,113.25,-1,
R_3LcHEuxh8eRtWsR,Default Response Set,Anonymous,,,115.111.183.154,0,2015-03-05 09:01:15,2015-03-05 09:03:07,1,1,Chola,Chrome,40.0.2214.115,Windows NT 6.2,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C#,Employed,IN - India,"5.5,(GMT+05:30) Chennai",8,3,3,3,3,10.992492675781,76.961395263672,-1,
R_2Ua1JhANSCn1BiH,Default Response Set,Anonymous,,,217.67.221.142,0,2015-03-05 09:03:31,2015-03-05 09:05:47,1,1,torys,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.4; Nexus 5 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,C++,S,PL - Poland,"1,(GMT+01:00) Warsaw",2,48,48,48,48,52.25,21,-1,
R_1owpRlhDgXZD61M,Default Response Set,Anonymous,,,217.67.221.142,0,2015-03-05 09:06:24,2015-03-05 09:07:25,1,1,torys,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.4; Nexus 5 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C++,S,PL - Poland,"1,(GMT+01:00) Warsaw",4,48,48,48,48,52.25,21,-1,
R_1giJJeglfWCBOTe,Default Response Set,Anonymous,,,182.74.121.106,0,2015-03-05 09:06:20,2015-03-05 09:09:09,1,1,algoexpert,Firefox,36.0,Linux x86_64,1366x768,11.2.202,1,Mozilla/5.0 (X11; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,31-40 years,Undergraduate/Bachelor's degree,Java,working with alten calsoft labs,IN - India,"5.5,(GMT+05:30) Mumbai",5,2,4,3,4,12.983306884766,77.583312988281,-1,
R_TiMJb3m2M3TwH29,Default Response Set,Anonymous,,,157.253.22.111,0,2015-03-05 09:13:01,2015-03-05 09:14:25,1,1,dhbellol,Firefox,36.0,Windows NT 6.1,1440x900,11.5.502,1,Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0,Male,31-40 years,Undergraduate/Bachelor's degree,Java,Student,CO - Colombia,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,2,2,2,2,4.6492004394531,-74.062797546387,-1,
R_2afMSglLJgPkKSX,Default Response Set,Anonymous,,,203.244.219.1,0,2015-03-05 09:17:51,2015-03-05 09:18:53,1,1,torys,Firefox,36.0,Ubuntu,1680x1050,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,31-40 years,Postgraduate/Master of arts,C++,S,PL - Poland,"1,(GMT+01:00) Warsaw",5,48,48,48,48,37.598495483398,126.97830200195,-1,
R_9FCnhyk2zIE3Lg1,Default Response Set,Anonymous,,,117.254.41.216,0,2015-03-05 09:28:10,2015-03-05 09:33:29,1,1,T_I_W_A_R_Y,Chrome,40.0.2214.91, Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",Male,20-25 years old,High School,Python,Pursuing Bachelors of Technology in Computer Science and Engineering,IN - India,"5.5,(GMT+05:30) New Delhi",10-completely willing,5,10,10,15,20,77,-1,
R_2wnbcE5HjZt10eE,Default Response Set,Anonymous,,,199.111.179.203,0,2015-03-05 10:02:29,2015-03-05 10:04:19,1,1,DrWhatsisname,Chrome,40.0.2214.115,Windows NT 6.3,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,Java,Student at University of Virginia,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",8,16,16,16,16,38.088806152344,-78.559196472168,-1,
R_1dd9d2dGH7mskUf,Default Response Set,Anonymous,,,79.191.87.60,0,2015-03-05 10:08:17,2015-03-05 10:11:00,1,1,Venugra,Chrome,40.0.2214.115,Windows NT 6.3,1680x1050,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,C++,Before university,PL - Poland,"1,(GMT+01:00) Warsaw",8,12,12,6,6,50.297607421875,18.676605224609,-1,
R_2EsgWVed51gA3vV,Default Response Set,Anonymous,,,79.191.87.60,0,2015-03-05 10:13:46,2015-03-05 10:14:46,1,1,Venug,Chrome,40.0.2214.115,Windows NT 6.3,1680x1050,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,C++,Before university,PL - Poland,"1,(GMT+01:00) Warsaw",8,12,12,6,6,50.297607421875,18.676605224609,-1,
R_u4e9GOSqpK5k0Fz,Default Response Set,Anonymous,,,61.230.188.100,0,2015-03-05 10:37:01,2015-03-05 10:41:38,1,1,chengweichi,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C++,National Taiwan Ocean University,TW - Taiwan,"8,(GMT+08:00) Taipei",1-unwilling,0,0,0,0,25.039199829102,121.52499389648,-1,
R_2ZVc195bUazfC3C,Default Response Set,Anonymous,,,18.111.1.220,0,2015-03-05 10:46:59,2015-03-05 10:48:20,1,1,ll931110,Chrome,41.0.2272.76,Macintosh,1366x768,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,MIT,VN - Vietnam,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",10-completely willing,4,2,2,2,42.364593505859,-71.102798461914,-1,
R_1jm73qQVuxdKDH9,Default Response Set,Anonymous,,,90.244.8.231,0,2015-03-05 11:10:15,2015-03-05 11:11:35,1,1,eatingpeaches,Chrome,39.0.2129.0,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2129.0 Safari/537.36",,31-40 years,Undergraduate/Bachelor's degree,Python,,GB - United Kingdom,"0,(GMT) London",5,4,4,4,5,51.535598754883,-0.18659973144531,-1,
R_1qfdS25nwfAllkc,Default Response Set,Anonymous,,,124.24.250.186,0,2015-03-05 11:11:18,2015-03-05 11:15:39,1,1,fugusuki,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C#,Employed,JP - Japan,"9,(GMT+09:00) Tokyo",7,8,6,6,6,35.684997558594,139.75140380859,-1,
R_2gE8I9xzHMLdqkZ,Default Response Set,Anonymous,,,124.24.250.186,0,2015-03-05 11:33:18,2015-03-05 11:37:16,1,1,fugusuki,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C#,Employed,JP - Japan,"9,(GMT+09:00) Tokyo",7,8,6,6,6,35.684997558594,139.75140380859,-1,
R_12hyK4FPGSBL3j5,Default Response Set,Anonymous,,,89.201.187.104,0,2015-03-05 08:58:19,2015-03-05 11:40:21,1,1,falanga,Chrome,40.0.2214.115,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,C++,,HR - Croatia,"1,(GMT+01:00) Zagreb",4,8,2,2,6,45.34309387207,14.409194946289,-1,
R_2VloZGrtudmdjvx,Default Response Set,Anonymous,,,27.84.66.54,0,2015-03-05 12:03:11,2015-03-05 12:06:09,1,1,Uchigle,Firefox,36.0,Windows NT 5.1,1280x1024,16.0.0,1,Mozilla/5.0 (Windows NT 5.1; rv:36.0) Gecko/20100101 Firefox/36.0,Male,31-40 years,Postgraduate/Master of arts,C#,software engineer,JP - Japan,"9,(GMT+09:00) Tokyo",6,4,4,4,4,34.716705322266,135.41668701172,-1,
R_1k2dwMzUW7lGLkz,Default Response Set,Anonymous,,,27.84.66.54,0,2015-03-05 12:07:18,2015-03-05 12:08:30,1,1,Uchigle,Firefox,36.0,Windows NT 5.1,1280x1024,16.0.0,1,Mozilla/5.0 (Windows NT 5.1; rv:36.0) Gecko/20100101 Firefox/36.0,Male,31-40 years,Postgraduate/Master of arts,C#,software engineer,JP - Japan,"9,(GMT+09:00) Osaka",6,4,4,4,4,34.716705322266,135.41668701172,-1,
R_3KOXrA17QMG0l2S,Default Response Set,Anonymous,,,182.64.72.231,0,2015-03-05 12:16:09,2015-03-05 12:18:21,1,1,rahulyadav.18,Chrome,40.0.2214.115,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,C++,Undergraduate,IN - India,"5.5,(GMT+05:30) New Delhi",8,4,4,4,4,28.600006103516,77.200012207031,-1,
R_1dyJdf6r3OQ5WfV,Default Response Set,Anonymous,,,41.234.254.127,0,2015-03-05 12:13:42,2015-03-05 12:23:04,1,1,MahmoudAGawad,Chrome,40.0.2214.115,Windows NT 6.2,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Student,EG - Egypt,"2,(GMT+02:00) Cairo",7,2,3,4,6,31.215606689453,29.955307006836,-1,
R_3I3i2uBrXDHSfDT,Default Response Set,Anonymous,,,24.5.126.114,0,2015-03-05 12:22:48,2015-03-05 12:24:22,1,1,lizame2012,MSIE,10.0,Windows NT 6.1,1524x857,16.0.0.305,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),Female,31-40 years,High School,Java,Employed,RU - Russia,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",7,3,2,1,2,37.384506225586,-122.08810424805,-1,
R_VKoC5elP0gYwa3v,Default Response Set,Anonymous,,,65.112.10.214,0,2015-03-05 12:33:04,2015-03-05 12:34:26,1,1,fizzicks,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,Python,PhD Student,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,10,5,10,10,42.358200073242,-71.05069732666,-1,
R_cGSgzSpyYMPUUgl,Default Response Set,Anonymous,,,129.161.224.139,0,2015-03-05 15:05:38,2015-03-05 15:08:44,1,1,yannoj2,MSIE,10.0,Windows NT 6.3,2075x1383,16.0.0.305,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.3; Win64; x64; Trident/7.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0; InfoPath.3),Male,20-25 years old,Undergraduate/Bachelor's degree,Python,Student,GR - Greece,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",8,8,8,5,12,42.749496459961,-73.595100402832,-1,
R_23glYmCTl1Lx5bX,Default Response Set,Anonymous,,,162.119.232.106,0,2015-03-05 16:11:18,2015-03-05 16:12:26,1,1,PuffRing,Firefox,35.0,Macintosh,2560x1440,16.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0,Male,41-50 years,Postgraduate/Master of arts,Java,Full-Time Employed,VN - Vietnam,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",10-completely willing,5,5,10,10,32.755493164062,-117.07009887695,-1,
