ga:eventCategory	ga:eventLabel	ga:eventAction	ga:date	ga:pageviews
mmViewProblem	mgidron	16307: TripSafetyFactors	20150204	2
mmViewProblem	mgidron	16307: TripSafetyFactors	20150205	2
mmViewProblem	mgidron	16307: TripSafetyFactors	20150206	4
mmViewProblem	mgidron	16307: TripSafetyFactors	20150208	3
mmViewProblem	mgidron	16307: TripSafetyFactors	20150210	2
mmViewProblem	mgidron	16307: TripSafetyFactors	20150222	16
mmViewProblem	mgidron	16307: TripSafetyFactors	20150302	49
mmViewProblem	mgidron	16337: PrivateMatch	20150214	2
mmViewProblem	mgidron	16344: ChildStuntedness5	20150220	2
mmViewProblem	mgidron	16344: ChildStuntedness5	20150221	2
mmViewProblem	mgidron	16344: ChildStuntedness5	20150222	3
mmViewProblem	mgidron	16344: ChildStuntedness5	20150227	2
mmViewProblem	mgidron	16344: ChildStuntedness5	20150302	4
mmViewProblem	mgidron	16349: MovingNQueens	20150224	1
mmViewProblem	mgidron	16349: MovingNQueens	20150225	2
mmViewProblem	mgidron	16349: MovingNQueens	20150302	4
mmViewProblem	mgidron	16359: BannerRegistration	20150302	5
mmViewProblem	mgkc	16298: ABCSpeedup	20150303	4
mmViewProblem	mgkc	16307: TripSafetyFactors	20150303	4
mmViewProblem	mgkc	16359: BannerRegistration	20150303	1
mmViewProblem	mgmcintyre777	16349: MovingNQueens	20150305	2
mmViewProblem	mgogah	16298: ABCSpeedup	20150109	2
mmViewProblem	mh94155	16013: CollageMaker	20150218	3
mmViewProblem	mh94155	16349: MovingNQueens	20150224	12
mmViewProblem	mharris7190	16344: ChildStuntedness5	20150224	4
mmViewProblem	mhossameldinaly	16307: TripSafetyFactors	20150127	2
mmViewProblem	mhphilli37	16307: TripSafetyFactors	20150127	2
mmViewProblem	mhykol	16307: TripSafetyFactors	20150130	10
mmViewProblem	mhykol	16307: TripSafetyFactors	20150205	7
mmViewProblem	mhykol	16307: TripSafetyFactors	20150206	5
mmViewProblem	miao0913	16307: TripSafetyFactors	20150126	1
mmViewProblem	miburns	16307: TripSafetyFactors	20150131	2
mmViewProblem	micah.stairs	16349: MovingNQueens	20150224	24
mmViewProblem	micah.stairs	16349: MovingNQueens	20150227	38
mmViewProblem	micco00x	16307: TripSafetyFactors	20150202	2
mmViewProblem	michael.egorov	16349: MovingNQueens	20150224	11
mmViewProblem	michael.egorov	16349: MovingNQueens	20150225	74
mmViewProblem	michael.egorov	16349: MovingNQueens	20150227	7
mmViewProblem	michael.egorov	16349: MovingNQueens	20150301	26
mmViewProblem	michael3795	16275: ActiveMolecules	20150218	29
mmViewProblem	michael3795	16307: TripSafetyFactors	20150218	29
mmViewProblem	michaelburps	16344: ChildStuntedness5	20150222	1
mmViewProblem	michaelchen01	16307: TripSafetyFactors	20150304	1
mmViewProblem	michaelchen01	16359: BannerRegistration	20150304	1
mmViewProblem	michel44	16307: TripSafetyFactors	20150201	1
mmViewProblem	michelvmelo	16275: ActiveMolecules	20150109	4
mmViewProblem	michelvmelo	16298: ABCSpeedup	20150114	2
mmViewProblem	michelvmelo	16344: ChildStuntedness5	20150225	4
mmViewProblem	michelvmelo	16349: MovingNQueens	20150225	4
mmViewProblem	mick.kaba	16272: ChildStuntedness4	20150205	5
mmViewProblem	middha.nishant	16237: FacialEmotions	20150110	3
mmViewProblem	midrux	16237: FacialEmotions	20150224	5
mmViewProblem	midrux	16275: ActiveMolecules	20150127	12
mmViewProblem	midrux	16275: ActiveMolecules	20150224	5
mmViewProblem	midrux	16298: ABCSpeedup	20150127	6
mmViewProblem	midrux	16298: ABCSpeedup	20150128	1
mmViewProblem	midrux	16298: ABCSpeedup	20150223	47
mmViewProblem	midrux	16298: ABCSpeedup	20150224	5
mmViewProblem	midrux	16307: TripSafetyFactors	20150127	12
mmViewProblem	midrux	16307: TripSafetyFactors	20150128	4
mmViewProblem	midrux	16349: MovingNQueens	20150223	2
mmViewProblem	midrux	16349: MovingNQueens	20150224	27
mmViewProblem	midrux	16349: MovingNQueens	20150225	29
mmViewProblem	midrux	16349: MovingNQueens	20150302	19
mmViewProblem	midrux	16349: MovingNQueens	20150305	10
mmViewProblem	midrux	16359: BannerRegistration	20150303	45
mmViewProblem	midrux	16359: BannerRegistration	20150305	6
mmViewProblem	migomick	16298: ABCSpeedup	20150114	2
mmViewProblem	migron	16344: ChildStuntedness5	20150227	3
mmViewProblem	miguel_clean	14002: SpaceMedkit	20150210	54
mmViewProblem	miguel_clean	15801: GatheringResources	20150202	1
mmViewProblem	miguel_clean	15825: ColorLinker	20150204	47
mmViewProblem	miguel_clean	15983: RectanglesAndHoles	20150212	27
mmViewProblem	miguel_clean	16153: ChildStuntedness2	20150223	18
mmViewProblem	miguel_clean	16153: ChildStuntedness2	20150304	25
mmViewProblem	miguel_clean	16154: ChildStuntedness2	20150304	25
mmViewProblem	miguel_clean	16166: PropellerDetector	20150212	10
mmViewProblem	miguel_clean	16209: ChildStuntedness3	20150223	18
mmViewProblem	miguel_clean	16237: FacialEmotions	20150201	65
mmViewProblem	miguel_clean	16237: FacialEmotions	20150204	60
mmViewProblem	miguel_clean	16272: ChildStuntedness4	20150201	65
mmViewProblem	miguel_clean	16272: ChildStuntedness4	20150220	4
mmViewProblem	miguel_clean	16272: ChildStuntedness4	20150223	18
mmViewProblem	miguel_clean	16272: ChildStuntedness4	20150304	25
mmViewProblem	miguel_clean	16275: ActiveMolecules	20150201	65
mmViewProblem	miguel_clean	16275: ActiveMolecules	20150210	54
mmViewProblem	miguel_clean	16275: ActiveMolecules	20150212	83
mmViewProblem	miguel_clean	16298: ABCSpeedup	20150113	10
mmViewProblem	miguel_clean	16298: ABCSpeedup	20150124	12
mmViewProblem	miguel_clean	16298: ABCSpeedup	20150201	65
mmViewProblem	miguel_clean	16298: ABCSpeedup	20150210	99
mmViewProblem	miguel_clean	16298: ABCSpeedup	20150212	102
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150201	79
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150202	17
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150204	264
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150205	167
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150206	71
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150207	19
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150208	8
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150210	32
mmViewProblem	miguel_clean	16307: TripSafetyFactors	20150217	8
mmViewProblem	miguel_clean	16337: PrivateMatch	20150213	13
mmViewProblem	miguel_clean	16337: PrivateMatch	20150215	3
mmViewProblem	miguel_clean	16344: ChildStuntedness5	20150220	25
mmViewProblem	miguel_clean	16344: ChildStuntedness5	20150223	123
mmViewProblem	miguel_clean	16344: ChildStuntedness5	20150224	515
mmViewProblem	miguel_clean	16344: ChildStuntedness5	20150225	43
mmViewProblem	miguel_clean	16344: ChildStuntedness5	20150226	19
mmViewProblem	miguel_clean	16344: ChildStuntedness5	20150227	27
mmViewProblem	miguel_clean	16349: MovingNQueens	20150223	103
mmViewProblem	miguel_clean	16349: MovingNQueens	20150224	12
mmViewProblem	miguel_clean	16349: MovingNQueens	20150225	13
mmViewProblem	miguel_clean	16349: MovingNQueens	20150227	11
mmViewProblem	miguel_clean	16349: MovingNQueens	20150304	5
mmViewProblem	miguel_clean	16349: MovingNQueens	20150305	48
mmViewProblem	miguel_clean	16359: BannerRegistration	20150303	4
mmViewProblem	miguel_clean	16359: BannerRegistration	20150304	81
mmViewProblem	miguel_clean	16359: BannerRegistration	20150305	12
mmViewProblem	miguel_clean	16359: BannerRegistration	20150306	13
mmViewProblem	mihassan	16307: TripSafetyFactors	20150127	1
mmViewProblem	mihassan	16307: TripSafetyFactors	20150128	30
mmViewProblem	mihassan	16307: TripSafetyFactors	20150130	9
mmViewProblem	mihassan	16307: TripSafetyFactors	20150201	23
mmViewProblem	mihassan	16307: TripSafetyFactors	20150208	3
mmViewProblem	mihassan	16307: TripSafetyFactors	20150209	5
mmViewProblem	mihassan	16337: PrivateMatch	20150216	6
mmViewProblem	mihnea.	16298: ABCSpeedup	20150113	2
mmViewProblem	miigaa	16272: ChildStuntedness4	20150115	1
mmViewProblem	mikaelovi	16359: BannerRegistration	20150304	11
mmViewProblem	mikearo	16307: TripSafetyFactors	20150207	13
mmViewProblem	mikearo	16359: BannerRegistration	20150306	11
mmViewProblem	mikejansen	16298: ABCSpeedup	20150217	11
mmViewProblem	mikem	16001: OmegaDetector	20150115	3
mmViewProblem	mikem	16013: CollageMaker	20150115	3
mmViewProblem	mikeshu	16237: FacialEmotions	20150108	1
mmViewProblem	mikev2	15637: GWASSpeedup	20150211	8
mmViewProblem	mikev2	16307: TripSafetyFactors	20150129	1
mmViewProblem	mikev2	16349: MovingNQueens	20150224	2
mmViewProblem	milktea.ramen	16298: ABCSpeedup	20150114	4
mmViewProblem	milkywayw	16013: CollageMaker	20150107	7
mmViewProblem	milkywayw	16051: AsteroidTracker	20150107	9
mmViewProblem	milkywayw	16065: ChildStuntedness	20150107	7
mmViewProblem	milkywayw	16166: PropellerDetector	20150107	7
mmViewProblem	milkywayw	16275: ActiveMolecules	20150107	2
mmViewProblem	millertime8306	16196: ForestFire	20150121	11
mmViewProblem	miloszu	16307: TripSafetyFactors	20150203	2
mmViewProblem	mimani	16298: ABCSpeedup	20150118	1
mmViewProblem	mingghan	16272: ChildStuntedness4	20150110	4
mmViewProblem	mingtaro	16307: TripSafetyFactors	20150205	2
mmViewProblem	minimario	16349: MovingNQueens	20150223	14
mmViewProblem	minmaxchu	16275: ActiveMolecules	20150109	8
mmViewProblem	minmaxchu	16307: TripSafetyFactors	20150206	2
mmViewProblem	misaxi	16359: BannerRegistration	20150304	4
mmViewProblem	mish7	16359: BannerRegistration	20150305	4
mmViewProblem	mishacucicea	16307: TripSafetyFactors	20150130	1
mmViewProblem	mishastassen	16307: TripSafetyFactors	20150130	4
mmViewProblem	misterfourtytwo	16337: PrivateMatch	20150217	1
mmViewProblem	mistyhx	16349: MovingNQueens	20150226	3
mmViewProblem	mith.m	16237: FacialEmotions	20150214	6
mmViewProblem	mith.m	16298: ABCSpeedup	20150214	6
mmViewProblem	mjibo	16307: TripSafetyFactors	20150130	2
mmViewProblem	mjohnst	16307: TripSafetyFactors	20150203	2
mmViewProblem	mjumbewu	16209: ChildStuntedness3	20150215	4
mmViewProblem	mjumbewu	16275: ActiveMolecules	20150215	4
mmViewProblem	mkader	16069: OCROptimization	20150126	57
mmViewProblem	mkader	16153: ChildStuntedness2	20150126	57
mmViewProblem	mkader	16154: ChildStuntedness2	20150126	57
mmViewProblem	mkader	16165: PropellerDetector	20150126	57
mmViewProblem	mkader	16166: PropellerDetector	20150126	57
mmViewProblem	mkader	16168: OptimalDrug	20150126	57
mmViewProblem	mkader	16196: ForestFire	20150126	57
mmViewProblem	mkader	16209: ChildStuntedness3	20150126	57
mmViewProblem	mkader	16237: FacialEmotions	20150126	57
mmViewProblem	mkader	16272: ChildStuntedness4	20150126	57
mmViewProblem	mkader	16275: ActiveMolecules	20150126	57
mmViewProblem	mkader	16298: ABCSpeedup	20150126	57
mmViewProblem	mkader	16307: TripSafetyFactors	20150126	46
mmViewProblem	mkamruzz	16275: ActiveMolecules	20150120	2
mmViewProblem	mkhan074	16275: ActiveMolecules	20150228	1
mmViewProblem	mkhan074	16349: MovingNQueens	20150228	2
mmViewProblem	mkolluru	16337: PrivateMatch	20150213	10
mmViewProblem	mkwcislo	16344: ChildStuntedness5	20150223	1
mmViewProblem	ml_mhl	15876: AlleleClassifier	20150107	2
mmViewProblem	mleljak	16153: ChildStuntedness2	20150119	2
mmViewProblem	mleljak	16153: ChildStuntedness2	20150203	2
mmViewProblem	mleljak	16275: ActiveMolecules	20150112	4
mmViewProblem	mleljak	16298: ABCSpeedup	20150112	4
mmViewProblem	mleljak	16307: TripSafetyFactors	20150130	3
mmViewProblem	mleljak	16307: TripSafetyFactors	20150203	6
mmViewProblem	mleljak	16344: ChildStuntedness5	20150223	8
mmViewProblem	mln	15530: ISS	20150301	31
mmViewProblem	mln	16168: OptimalDrug	20150227	11
mmViewProblem	mln	16209: ChildStuntedness3	20150228	70
mmViewProblem	mln	16272: ChildStuntedness4	20150113	10
mmViewProblem	mln	16272: ChildStuntedness4	20150201	10
mmViewProblem	mln	16272: ChildStuntedness4	20150202	6
mmViewProblem	mln	16272: ChildStuntedness4	20150224	4
mmViewProblem	mln	16275: ActiveMolecules	20150113	22
mmViewProblem	mln	16275: ActiveMolecules	20150115	31
mmViewProblem	mln	16275: ActiveMolecules	20150131	6
mmViewProblem	mln	16275: ActiveMolecules	20150208	26
mmViewProblem	mln	16275: ActiveMolecules	20150302	13
mmViewProblem	mln	16298: ABCSpeedup	20150112	5
mmViewProblem	mln	16298: ABCSpeedup	20150113	5
mmViewProblem	mln	16298: ABCSpeedup	20150115	44
mmViewProblem	mln	16298: ABCSpeedup	20150116	18
mmViewProblem	mln	16298: ABCSpeedup	20150117	4
mmViewProblem	mln	16298: ABCSpeedup	20150118	17
mmViewProblem	mln	16307: TripSafetyFactors	20150130	11
mmViewProblem	mln	16307: TripSafetyFactors	20150131	2
mmViewProblem	mln	16307: TripSafetyFactors	20150201	6
mmViewProblem	mln	16307: TripSafetyFactors	20150202	10
mmViewProblem	mln	16307: TripSafetyFactors	20150203	8
mmViewProblem	mln	16307: TripSafetyFactors	20150204	6
mmViewProblem	mln	16307: TripSafetyFactors	20150205	10
mmViewProblem	mln	16307: TripSafetyFactors	20150207	5
mmViewProblem	mln	16307: TripSafetyFactors	20150208	4
mmViewProblem	mln	16307: TripSafetyFactors	20150211	2
mmViewProblem	mln	16337: PrivateMatch	20150214	2
mmViewProblem	mln	16344: ChildStuntedness5	20150220	16
mmViewProblem	mln	16344: ChildStuntedness5	20150222	2
mmViewProblem	mln	16344: ChildStuntedness5	20150223	1
mmViewProblem	mln	16344: ChildStuntedness5	20150224	126
mmViewProblem	mln	16344: ChildStuntedness5	20150225	7
mmViewProblem	mln	16344: ChildStuntedness5	20150226	32
mmViewProblem	mln	16344: ChildStuntedness5	20150227	10
mmViewProblem	mln	16344: ChildStuntedness5	20150228	145
mmViewProblem	mln	16344: ChildStuntedness5	20150302	28
mmViewProblem	mln	16349: MovingNQueens	20150224	197
mmViewProblem	mln	16359: BannerRegistration	20150302	14
mmViewProblem	mln	16359: BannerRegistration	20150303	70
mmViewProblem	mln	16359: BannerRegistration	20150304	12
mmViewProblem	mlsvl	16298: ABCSpeedup	20150123	1
mmViewProblem	mmaks	16272: ChildStuntedness4	20150114	1
mmViewProblem	mmammel	16349: MovingNQueens	20150224	3
mmViewProblem	mmorales9	16337: PrivateMatch	20150215	2
mmViewProblem	mndln	16307: TripSafetyFactors	20150209	1
mmViewProblem	mnoorani	16307: TripSafetyFactors	20150202	9
mmViewProblem	mo.sehsah	16298: ABCSpeedup	20150110	1
mmViewProblem	mo.sehsah	16344: ChildStuntedness5	20150226	4
mmViewProblem	mo.sehsah	16344: ChildStuntedness5	20150227	8
mmViewProblem	mo.sehsah	16349: MovingNQueens	20150226	6
mmViewProblem	mo.sehsah	16349: MovingNQueens	20150227	8
mmViewProblem	moavkoo	16307: TripSafetyFactors	20150127	1
mmViewProblem	moaz.mokhtar	16237: FacialEmotions	20150112	1
mmViewProblem	moaz.mokhtar	16275: ActiveMolecules	20150112	34
mmViewProblem	moaz.mokhtar	16298: ABCSpeedup	20150111	2
mmViewProblem	moaz.mokhtar	16298: ABCSpeedup	20150112	22
mmViewProblem	mochi_mochi	16307: TripSafetyFactors	20150202	11
mmViewProblem	mochi_mochi	16307: TripSafetyFactors	20150203	2
mmViewProblem	moconor	16359: BannerRegistration	20150304	1
mmViewProblem	mohamed.mehany	16349: MovingNQueens	20150223	2
mmViewProblem	mohammadkiaei	16307: TripSafetyFactors	20150219	1
mmViewProblem	mohataher	16307: TripSafetyFactors	20150126	12
mmViewProblem	mohataher	16307: TripSafetyFactors	20150127	21
mmViewProblem	mohataher	16307: TripSafetyFactors	20150131	4
mmViewProblem	mohataher	16307: TripSafetyFactors	20150201	6
mmViewProblem	mohataher	16307: TripSafetyFactors	20150204	206
mmViewProblem	mohataher	16307: TripSafetyFactors	20150205	8
mmViewProblem	mohataher	16307: TripSafetyFactors	20150206	10
mmViewProblem	mohataher	16307: TripSafetyFactors	20150207	121
mmViewProblem	mohataher	16307: TripSafetyFactors	20150208	14
mmViewProblem	mohataher	16307: TripSafetyFactors	20150209	39
mmViewProblem	mohhasbias	16051: AsteroidTracker	20150210	2
mmViewProblem	mohit77bansal	16298: ABCSpeedup	20150131	1
mmViewProblem	mohit77bansal	16307: TripSafetyFactors	20150131	9
mmViewProblem	mohit77bansal	16307: TripSafetyFactors	20150201	2
mmViewProblem	mohkhan	15409: PolygonEstimation	20150130	14
mmViewProblem	mojitoking	16275: ActiveMolecules	20150109	4
mmViewProblem	momu	16337: PrivateMatch	20150215	1
mmViewProblem	mona.dadoun	16298: ABCSpeedup	20150111	2
mmViewProblem	moni1	16307: TripSafetyFactors	20150225	4
mmViewProblem	monikerepsilon	16307: TripSafetyFactors	20150205	32
mmViewProblem	monny	16349: MovingNQueens	20150302	9
mmViewProblem	montai2	16307: TripSafetyFactors	20150208	3
mmViewProblem	moonfly	16337: PrivateMatch	20150215	4
mmViewProblem	moonmon0714	16344: ChildStuntedness5	20150221	7
mmViewProblem	moons_eye	16298: ABCSpeedup	20150112	2
mmViewProblem	moorthyakshaya	16307: TripSafetyFactors	20150127	4
mmViewProblem	morana	16307: TripSafetyFactors	20150207	2
mmViewProblem	moriara	16359: BannerRegistration	20150304	8
mmViewProblem	moriara	16359: BannerRegistration	20150305	2
mmViewProblem	moriara	16359: BannerRegistration	20150306	8
mmViewProblem	morinax	16349: MovingNQueens	20150225	2
mmViewProblem	morojenoe	15100: TwistedGame	20150110	17
mmViewProblem	morojenoe	16298: ABCSpeedup	20150110	7
mmViewProblem	mosaick	16337: PrivateMatch	20150216	2
mmViewProblem	moshu	16275: ActiveMolecules	20150107	11
mmViewProblem	moshu	16275: ActiveMolecules	20150213	6
mmViewProblem	moshu	16298: ABCSpeedup	20150110	26
mmViewProblem	moshu	16298: ABCSpeedup	20150112	19
mmViewProblem	moshu	16298: ABCSpeedup	20150113	12
mmViewProblem	moshu	16298: ABCSpeedup	20150213	2
mmViewProblem	moshu	16307: TripSafetyFactors	20150209	5
mmViewProblem	moshu	16344: ChildStuntedness5	20150228	21
mmViewProblem	moshu	16349: MovingNQueens	20150301	5
mmViewProblem	moshu	16359: BannerRegistration	20150302	3
mmViewProblem	moshu	16359: BannerRegistration	20150303	11
mmViewProblem	moshu	16359: BannerRegistration	20150306	6
mmViewProblem	moskvanaft	16337: PrivateMatch	20150213	17
mmViewProblem	moss0801	16307: TripSafetyFactors	20150207	3
mmViewProblem	mostefa	16298: ABCSpeedup	20150109	2
mmViewProblem	moulyg	16337: PrivateMatch	20150214	23
mmViewProblem	mourya09	16298: ABCSpeedup	20150113	1
mmViewProblem	mourya09	16298: ABCSpeedup	20150114	1
mmViewProblem	mourya09	16337: PrivateMatch	20150217	2
mmViewProblem	movblah	14592: StringCompression	20150111	2
mmViewProblem	mpaskov	14001: Enigma	20150306	78
mmViewProblem	mpaskov	14133: SpaceMedkit	20150306	58
mmViewProblem	mpaskov	14195: ChessPuzzle	20150306	58
mmViewProblem	mpaskov	14209: BrokenClayTile	20150306	58
mmViewProblem	mpaskov	14210: BlackBox	20150306	58
mmViewProblem	mpaskov	14481: VehicleRecognition	20150306	58
mmViewProblem	mpaskov	15034: MinorityVariants	20150306	58
mmViewProblem	mpaskov	15189: FitnessEstimator	20150306	58
mmViewProblem	mpaskov	16001: OmegaDetector	20150306	58
mmViewProblem	mpaskov	16051: AsteroidTracker	20150306	58
mmViewProblem	mpaskov	16165: PropellerDetector	20150306	58
mmViewProblem	mpaskov	16196: ForestFire	20150306	134
mmViewProblem	mpaskov	16298: ABCSpeedup	20150306	76
mmViewProblem	mpaskov	16307: TripSafetyFactors	20150306	104
mmViewProblem	mpaskov	16349: MovingNQueens	20150306	114
mmViewProblem	mpaskov	9881: RoutePackets	20150306	58
mmViewProblem	mpopovic	16337: PrivateMatch	20150217	1
mmViewProblem	mra	16298: ABCSpeedup	20150112	2
mmViewProblem	mrachid	16307: TripSafetyFactors	20150130	2
mmViewProblem	mrdooz	16307: TripSafetyFactors	20150204	3
mmViewProblem	mrmillers	16272: ChildStuntedness4	20150113	2
mmViewProblem	mrmillers	16275: ActiveMolecules	20150107	10
mmViewProblem	mrmillers	16298: ABCSpeedup	20150113	1
mmViewProblem	mrmillers	16359: BannerRegistration	20150304	11
mmViewProblem	mrmillers	16359: BannerRegistration	20150305	16
mmViewProblem	mrpilot	16307: TripSafetyFactors	20150202	5
mmViewProblem	mrt84	15876: AlleleClassifier	20150122	2
mmViewProblem	mrvr	16051: AsteroidTracker	20150114	1
mmViewProblem	mrvr	16165: PropellerDetector	20150114	1
mmViewProblem	mrvr	16298: ABCSpeedup	20150114	1
mmViewProblem	mrzmuh001	16168: OptimalDrug	20150116	2
mmViewProblem	mrzmuh001	16298: ABCSpeedup	20150116	1
mmViewProblem	ms_soft89	16344: ChildStuntedness5	20150226	1
mmViewProblem	ms_soft89	16349: MovingNQueens	20150226	6
mmViewProblem	msalar	16307: TripSafetyFactors	20150127	2
mmViewProblem	msashokkumar	16337: PrivateMatch	20150217	1
mmViewProblem	msethuraman	16307: TripSafetyFactors	20150204	4
mmViewProblem	mtran8	10744: DensityImaging	20150216	6
mmViewProblem	mtran8	11149: MaxwellDemon	20150216	6
mmViewProblem	mtraul	16237: FacialEmotions	20150128	1
mmViewProblem	mtraul	16307: TripSafetyFactors	20150128	11
mmViewProblem	mudit_joshi	16344: ChildStuntedness5	20150222	3
mmViewProblem	mukeshkr6374	16307: TripSafetyFactors	20150201	2
mmViewProblem	mulid	16307: TripSafetyFactors	20150206	10
mmViewProblem	mulish	16298: ABCSpeedup	20150110	1
mmViewProblem	mulish	16307: TripSafetyFactors	20150201	7
mmViewProblem	mulish	16344: ChildStuntedness5	20150221	3
mmViewProblem	munir1690	16198: ForestFire	20150109	4
mmViewProblem	munjo5746	16307: TripSafetyFactors	20150208	9
mmViewProblem	musay	15658: StringConnectivity	20150111	2
mmViewProblem	mushroomdata	16275: ActiveMolecules	20150108	1
mmViewProblem	mushroomdata	16275: ActiveMolecules	20150121	4
mmViewProblem	mushroomdata	16298: ABCSpeedup	20150121	4
mmViewProblem	musingmario	16307: TripSafetyFactors	20150207	4
mmViewProblem	mutecaffrey	16359: BannerRegistration	20150303	14
mmViewProblem	muusa	16307: TripSafetyFactors	20150208	1
mmViewProblem	muzehyun	16298: ABCSpeedup	20150110	1
mmViewProblem	mvayngrib	15938: SquareRemover	20150207	4
mmViewProblem	mvayngrib	15938: SquareRemover	20150208	3
mmViewProblem	mvayngrib	15938: SquareRemover	20150213	2
mmViewProblem	mveldanda	16275: ActiveMolecules	20150107	2
mmViewProblem	mvenkat3272	16237: FacialEmotions	20150120	1
mmViewProblem	mwillems	16298: ABCSpeedup	20150114	2
mmViewProblem	myhomie	16307: TripSafetyFactors	20150220	1
mmViewProblem	myinstincts	16307: TripSafetyFactors	20150206	1
mmViewProblem	mymusise	16337: PrivateMatch	20150217	26
mmViewProblem	myossy	15983: RectanglesAndHoles	20150304	7
mmViewProblem	myossy	16298: ABCSpeedup	20150305	1
mmViewProblem	myossy	16359: BannerRegistration	20150305	2
mmViewProblem	mysqo	16166: PropellerDetector	20150301	33
mmViewProblem	mysqo	16272: ChildStuntedness4	20150301	33
mmViewProblem	mysqo	16307: TripSafetyFactors	20150301	33
mmViewProblem	mysqo	16344: ChildStuntedness5	20150301	16
mmViewProblem	mysqo	16349: MovingNQueens	20150301	16
mmViewProblem	mystic_coder	16307: TripSafetyFactors	20150129	4
mmViewProblem	mzitser	16272: ChildStuntedness4	20150114	4
mmViewProblem	mzitser	16272: ChildStuntedness4	20150115	2
mmViewProblem	n.a.s	10082: MasterMind	20150304	7
mmViewProblem	nabarun	16307: TripSafetyFactors	20150205	2
mmViewProblem	nagarajanit	16307: TripSafetyFactors	20150127	4
mmViewProblem	nagarin.smith	16349: MovingNQueens	20150224	4
mmViewProblem	naiu	16307: TripSafetyFactors	20150131	7
mmViewProblem	nakul1986	16198: ForestFire	20150114	13
mmViewProblem	nakuls	16298: ABCSpeedup	20150110	2
mmViewProblem	nam07	16344: ChildStuntedness5	20150221	2
mmViewProblem	naman1901	16298: ABCSpeedup	20150113	1
mmViewProblem	namanjn	16275: ActiveMolecules	20150107	2
mmViewProblem	namit081	16275: ActiveMolecules	20150117	1
mmViewProblem	namitsingal	16349: MovingNQueens	20150228	2
mmViewProblem	namnguyen	16298: ABCSpeedup	20150113	2
mmViewProblem	namratab94	16237: FacialEmotions	20150108	2
mmViewProblem	namyonghyeon	16307: TripSafetyFactors	20150208	1
mmViewProblem	naokit_lll	16344: ChildStuntedness5	20150228	2
mmViewProblem	napat	16209: ChildStuntedness3	20150212	47
mmViewProblem	napat	16272: ChildStuntedness4	20150212	47
mmViewProblem	napat	16275: ActiveMolecules	20150212	47
mmViewProblem	napat	16298: ABCSpeedup	20150212	54
mmViewProblem	naren26051991	16298: ABCSpeedup	20150124	1
mmViewProblem	narendra.thite	16000: RectanglesAndHoles	20150130	3
mmViewProblem	narenuday595	16275: ActiveMolecules	20150119	2
mmViewProblem	narenuday595	16298: ABCSpeedup	20150112	2
mmViewProblem	natangl	16307: TripSafetyFactors	20150225	2
mmViewProblem	nathanxma	16209: ChildStuntedness3	20150108	4
mmViewProblem	nathanxma	16275: ActiveMolecules	20150108	36
mmViewProblem	nathanxma	16275: ActiveMolecules	20150109	11
mmViewProblem	nathanxma	16275: ActiveMolecules	20150111	2
mmViewProblem	nathanxma	16275: ActiveMolecules	20150112	2
mmViewProblem	nathanxma	16275: ActiveMolecules	20150113	2
mmViewProblem	natr1um	13766: ReliefMap	20150214	2
mmViewProblem	natsugiri	16275: ActiveMolecules	20150108	1
mmViewProblem	natsugiri	16344: ChildStuntedness5	20150226	2
mmViewProblem	natsugiri	16349: MovingNQueens	20150224	3
mmViewProblem	natsugiri	16349: MovingNQueens	20150226	2
mmViewProblem	natsugiri	16359: BannerRegistration	20150303	2
mmViewProblem	nav3en	16307: TripSafetyFactors	20150209	2
mmViewProblem	nav_23	16344: ChildStuntedness5	20150220	2
mmViewProblem	nav_23	16349: MovingNQueens	20150227	2
mmViewProblem	naval134	16349: MovingNQueens	20150226	2
mmViewProblem	navalnain	16307: TripSafetyFactors	20150208	2
mmViewProblem	naveen_44	16349: MovingNQueens	20150227	2
mmViewProblem	navins	16237: FacialEmotions	20150122	5
mmViewProblem	navintb	16344: ChildStuntedness5	20150226	3
mmViewProblem	navintb	16344: ChildStuntedness5	20150228	7
mmViewProblem	navintb	16349: MovingNQueens	20150228	7
mmViewProblem	navintb	16349: MovingNQueens	20150301	5
mmViewProblem	navintb	16349: MovingNQueens	20150302	4
mmViewProblem	nazmus_20000	16307: TripSafetyFactors	20150129	1
mmViewProblem	ncamtu	16275: ActiveMolecules	20150122	2
mmViewProblem	ncrav	16307: TripSafetyFactors	20150130	16
mmViewProblem	neae	16349: MovingNQueens	20150226	20
mmViewProblem	neae	16359: BannerRegistration	20150303	2
mmViewProblem	neekans	16349: MovingNQueens	20150226	1
mmViewProblem	neel007	16209: ChildStuntedness3	20150112	3
mmViewProblem	neel007	16298: ABCSpeedup	20150112	1
mmViewProblem	neeraja.varada	16307: TripSafetyFactors	20150203	3
mmViewProblem	neerajbedi	16344: ChildStuntedness5	20150222	2
mmViewProblem	nehal.us	16337: PrivateMatch	20150214	5
